,element number,,,,,,,,,model parameters used for each damage conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.912140611,0.618226986,0.855945274,0.045946147,0.356688473,0,0.252727364,0.546443356,0,114.6346846,289.8264581,495.9776727,809.1132767,993.8237022,0.031044301,-0.039370191,0.023670298,-0.037455193,0.033583023,-0.022792695,0.022765397,-0.022130291,0.036973383,-0.027742176,-0.037180603,-0.026061464,-0.025284155,-0.028448587,-0.03643928,-0.034088832,-0.034514018,-0.019144742,0.006697382,-0.079098898,-0.013377834,-0.025313588,0.006417633,0.052795543,-0.004227729,0.053325707,-0.023186875,-0.049498894,-0.053318494,0.039150455,0.044291951,-0.0341598,-0.013579467,0.042876082,0.001108536,0.011206785,0.048117683,-0.046082154,-0.021667435,0.068587687,0.02312751,-0.011042265,-0.034397178,-0.029600795,0.00437883
,0.545002433,0.593677142,0.716772887,0.869465768,0.236090083,0,0.031396489,0,0.350506487,134.1917043,312.281508,558.6488114,962.8120127,1075.641504,-0.007863238,0.042102998,-0.024071312,0.040665613,-0.033897223,0.025930614,-0.02269394,0.025186351,-0.036133468,0.009196092,0.027487646,0.029559403,0.021973058,0.032982928,0.036364242,0.0385703,0.035096629,0.029445312,0.001648508,-0.0683538,-0.021603017,-0.038070952,0.007342766,0.054405548,-0.010239087,0.054475029,-0.008288785,-0.083610792,-0.033048108,0.036884278,0.012512552,-0.030858538,-0.004945719,0.043109139,0.011120843,-0.019044409,0.078656929,-0.044819933,0.030010641,0.03031531,-0.036000488,-0.010527645,0.019833765,0.005657129,-0.040850105
,0.740508229,0.502324721,0.344292672,0.601819507,0.985680765,0,0,0.06614184,0.23343095,98.55850486,171.2910914,370.7989161,794.5639507,1191.30657,0.004271202,-0.050636281,0.037070522,-0.050314584,0.006906109,0.039605711,0.037246284,0.039830413,0.007109918,-0.018698089,0.020549519,-0.005675503,0.019910428,-0.029827488,0.053987027,-0.002638388,0.053001055,-0.033975366,0.028122486,0.046324693,0.019976908,0.041496295,0.038911786,0.007428791,0.028809619,0.00549955,0.037337808,-0.055904234,0.021732611,0.054860176,0.014047007,-0.041286915,-0.028378724,0.044426763,-0.018135131,-0.014421652,0.090716192,0.007557671,0.030241531,0.002222803,-0.032597931,-0.011835212,-0.003031556,-0.002051369,-0.055378254
,0.485099022,0.720171069,0.229596722,0.658146715,0,0.029909001,0.336417372,0.943730856,0,116.3305207,305.0599472,389.5592311,982.522923,1140.982579,-0.004556306,0.035112815,-0.017866725,0.034750828,-0.01121322,0.043331499,-0.016499971,0.042505146,-0.045286054,0.01596167,0.020813266,0.039097095,0.019381957,0.035650539,0.021933077,0.045485935,0.021653003,0.034095868,0.019615608,-0.055213252,-0.010620267,-0.050546646,0.042541385,0.039794401,-0.009562043,0.041973495,-0.036502112,-0.062028377,-0.034024266,-0.004170681,-0.016799805,-0.041446944,0.024624214,0.039267645,0.035069764,0.044703094,0.021775421,0.010008223,-0.057959217,-0.001419094,0.017276723,0.032165014,-0.025621174,-0.027299481,0.08180049
,0.615863565,0.942285484,0.409126692,0.507050962,0,0.237940087,0.826004439,0,0.0106036,110.1838491,228.4769801,562.3376032,733.7269434,1194.92392,0.003756377,-0.055803803,-0.010302395,-0.055189836,0.006633142,-0.032343363,-0.012025462,-0.029790315,0.007894779,0.02291369,-0.001248489,0.045776549,-0.001148642,0.038564629,-0.006668984,0.04599357,-0.000260392,0.042164693,-0.016141234,0.044135381,0.024928066,0.035732338,-0.022503127,-0.069526791,-0.001623486,-0.049686504,-0.003874555,-0.025816924,-0.020302685,0.025137812,-0.009142878,-0.028591079,-0.037509641,0.033452754,0.081883444,-0.033527003,0.09565395,0.016110222,-0.005316844,0.004410663,0.009135706,-0.030238575,-0.033450293,0.030159106,-0.028956131
,0.187194372,0.057311301,0.750477504,0.494004134,0,0.614209561,0,0.867062883,0.305340472,155.9673292,374.9455343,544.1684694,886.90726,1166.087906,-0.005232081,0.036194405,-0.021219735,0.034137529,-0.013344599,0.044097642,-0.01484892,0.043095004,-0.039048981,0.017638025,-0.005758823,0.02046427,-0.005938567,0.041496726,0.040191484,0.04756573,0.040361258,0.031139879,-0.007381869,0.079784941,0.012549495,0.038892584,-0.016329139,-0.029036221,0.026816469,-0.032411789,0.047390858,-0.036491019,-0.053877356,-0.024286112,0.014372978,-0.051163448,0.009749442,0.044031228,0.013277869,0.047718198,0.011549329,0.027665795,-0.062182615,-0.034423639,0.019787008,0.018798546,-0.033180546,-0.007152785,0.068158623
,0.118936877,0.819551568,0.704055674,0.288761028,0,0,0.966230843,0.191343092,0.558624186,146.5276867,298.7147747,411.9957875,513.7239027,1094.609844,-0.003665912,0.049797122,-0.010412772,0.047748339,-0.008093189,0.050051338,-0.008123424,0.01884535,-0.011337362,0.009767788,0.018834989,0.05096217,0.016510111,0.020392724,-0.017748892,0.054449988,0.039023313,0.0231789,-0.017983796,-0.000952462,-0.001181058,0.001281067,-0.036848342,-0.045329635,0.000391084,0.079905666,-0.045981596,0.012468908,-0.056418339,-0.015946228,-0.036667612,0.024754675,0.055662075,-0.00264058,0.060724414,0.010679376,-0.023820928,-0.08405708,0.026586881,0.04458504,-0.028686356,0.024108392,0.02751535,-0.030354396,-0.023641897
,0.255604151,0.071025088,0.842149476,0,0.658732371,0.35171604,0.951542259,0.492014256,0,183.7096098,381.2181432,449.1265257,543.6776534,974.4454077,0.00794859,-0.046248095,0.024130267,-0.040639237,0.013599093,-0.049341146,0.019204021,-0.013767233,0.022069793,-0.013700354,0.01948901,-0.026382226,0.014511824,-0.022115301,-0.049206121,-0.04458588,-0.060321075,-0.012698481,0.02220075,0.026747513,0.00130811,0.008298789,0.035381226,0.030574568,-0.000184979,-0.077670636,0.052375387,-0.000981876,-0.083831702,-0.023826066,-0.022146744,-0.000963063,0.05804848,-0.03215264,-0.025972596,-0.00936812,0.004158069,-0.062735672,-0.007979744,0.081048784,0.005071228,-0.020230568,0.01363182,-0.005177556,0.023991769
,0.780461668,0.658484214,0.043389988,0,0.474502507,0.901813836,0.205501249,0,0.377417155,139.9411494,236.5141234,481.9950968,871.3221885,919.5398907,0.015216073,-0.041686176,0.019664857,-0.041200252,0.018317268,-0.042198703,-0.002849212,-0.041191345,0.020837096,-0.030708238,0.004065634,-0.019224222,0.004091334,-0.036164841,-0.031028206,-0.056564922,-0.031367383,-0.036615384,0.00606791,0.059785405,0.040223109,0.053529986,0.005715994,-0.040844412,-0.002897469,-0.042431512,0.012393115,-0.059132106,-0.007473232,0.023109597,-0.003714946,-0.044140091,-0.016436039,0.076831047,0.00504522,-0.017407152,0.005111882,0.018053995,-0.078023127,0.011943717,0.008199119,-0.020193461,0.04299494,-0.028671843,0.037197923
,0.769555381,0.86632339,0.629015925,0,0.288629975,0.079856197,0,0.46576972,0.280342303,140.8712716,237.0075498,499.1347735,922.1930673,1291.639039,0.014574574,-0.051768641,0.005963942,-0.05027419,0.017720609,-0.03346226,0.003742723,-0.032653932,0.022294039,-0.029622655,-0.016390802,-0.042716905,-0.015060146,-0.03509643,-0.010506262,-0.045366742,-0.010806125,-0.037682834,0.017383045,-0.051099022,-0.018839331,-0.03798127,0.018774686,0.060696781,-0.00432724,0.059708708,-0.009825299,-0.059920308,-0.042217596,0.043014464,-0.000623619,-0.043401753,0.001525961,0.050376349,0.020585521,-0.017070096,-0.045658045,0.040387773,-0.035624971,-0.034114593,-0.006524665,0.014497358,0.023741278,0.001011896,0.077197869
,0.605039052,0.783102631,0.427811924,0,0.103257128,0,0.209309681,0.461719589,0.992415344,42.47500321,294.3673292,323.4606144,887.4041199,1234.65766,0.000621092,-0.028960634,0.020209333,-0.028902301,0.00086273,-0.054713238,0.020004544,-0.054619632,0.001304307,-0.032108618,0.001664299,-0.034882652,0.0017555,-0.042565274,-0.018141864,-0.038197943,-0.019167733,-0.047518965,0.015690593,-0.060619528,-0.034103405,-0.055628684,0.020992924,0.02743241,-0.036065195,0.028633266,0.021937874,-0.02916078,-0.044118771,0.03335243,-0.018711478,-0.027272574,0.021515368,0.053981283,0.040611355,-0.065837504,0.067176858,0.00931944,0.011979163,-0.001118851,0.028740082,-0.000505728,-0.020943127,-0.005762501,-0.089946571
,0.778706651,0.457000778,0.335773849,0,0,0.009793284,0.275038365,0.96045622,0.582966071,101.2294356,292.9746256,440.6532917,847.5952153,993.3574329,-0.008090308,0.03125868,-0.020251455,0.030968189,-0.009806106,0.04471549,-0.019258841,0.044150597,-0.046755836,0.04422465,-0.01186905,0.021056634,-0.011518265,0.051223976,0.039338264,0.025925819,0.039549935,0.009307303,0.013131682,-0.058445132,-0.02429308,-0.050478241,0.014642477,0.012137734,-0.033250152,0.015594308,-0.059186251,-0.03356297,-0.035543118,-0.029037471,-0.020534866,-0.023690631,0.034122011,-0.000167207,0.030055745,0.088885653,0.047290163,0.028341817,-0.044889249,0.009276248,0.031152001,0.00065049,-0.059916515,-0.034209659,0.050076427
,0.89071355,0.057179951,0,0.738147408,0.300565215,0.432468521,0.143068499,0.694335809,0,114.4752928,328.3291848,634.5974798,758.6606806,1218.35941,0.024792135,-0.036839348,0.025705653,-0.036577972,0.034145252,-0.024031112,0.024113994,-0.023451954,0.03928206,-0.029606002,-0.010436846,-0.011883742,-0.009437152,-0.033134167,-0.053654375,-0.031626762,-0.051614045,-0.009546281,-0.002849732,0.064491604,0.016523202,0.053108256,-0.003024128,-0.034451144,0.023608471,-0.038878004,0.043327001,-0.095865638,-0.016467101,0.0168721,-0.012470066,-0.014213913,0.011456249,0.043846881,0.01908494,0.024190438,0.025651667,-0.000913996,0.061603622,0.001838665,-0.046924664,-0.019974871,0.032010968,0.021082053,-0.0601021
,0.847065422,0.132361907,0,0.28360803,0.861168561,0.700747583,0.308323311,0,0.473546715,138.5279704,259.8983991,431.1445185,806.4372091,1129.289474,0.025703864,-0.04031594,0.026882309,-0.039899175,0.030652265,-0.024997692,0.022057365,-0.023898561,0.032959735,-0.013706637,0.009450969,-0.016965404,0.009464389,-0.015609125,-0.061609441,-0.03955149,-0.060804364,-0.01166474,0.036204476,0.056534132,-0.010082342,0.051701072,0.037706783,-0.018500956,0.008822839,-0.023370916,0.038712396,-0.048730271,0.025752262,0.049770635,0.019015521,-0.033984834,-0.023940061,0.064208973,-0.009930322,-0.011959927,0.037753219,0.015127943,0.069032709,0.006111095,-0.00212662,0.002281831,-0.054383638,0.000263408,-0.039164691
,0.787491833,0.95047216,0,0.09233603,0.392308731,0.155568861,0,0.610622494,0.567724887,100.0873221,196.9449784,424.2677078,862.1402613,1147.695995,0.00593838,-0.054633612,-0.008420703,-0.054339291,0.007289858,-0.033037748,-0.00971548,-0.032667782,0.010075814,0.029999672,0.00291727,0.045271923,0.002877204,0.035972634,-0.005043993,0.045540331,-0.004343275,0.042509814,0.023519967,-0.041331127,-0.018559591,-0.038569942,0.026088905,0.060839096,-0.006423758,0.059827368,-0.001623868,-0.057052056,-0.029087114,0.042205895,-0.019478893,-0.042578072,0.009917169,0.053282492,0.02596658,-0.027732156,0.043939796,-0.001204723,0.036672401,0.000467951,0.011582513,-0.009901613,-0.012442355,0.001283585,-0.102632118
,0.648354107,0.102671247,0,0.853004831,0.159331158,0,0.461284949,0.952894989,0.314777345,100.8612609,278.7822624,535.2184804,872.4784718,1074.400313,-0.005331236,0.032995958,-0.022916465,0.032799881,-0.017620237,0.039455542,-0.022015533,0.038698082,-0.047779302,-0.019639526,0.016022042,-0.018544553,0.015704587,-0.056734746,-0.047866202,-0.023566255,-0.047791446,0.002583953,0.003673515,-0.057412251,-0.019920113,-0.049611482,0.009458409,0.006074972,-0.03514228,0.014155014,-0.063271979,-0.089358112,-0.028785774,0.004915084,-0.019636421,-0.025119707,0.019936339,0.028362423,0.032310116,0.027634106,0.012891679,-0.011508116,-0.05548801,-0.008497761,0.010789892,0.036446726,-0.039025641,-0.020879032,0.084249848
,0.09648024,0.384588222,0,0.153127274,0,0.860440548,0.496634956,0.578294976,0.730286215,152.7934621,342.305486,576.3788762,837.8062698,1036.108493,-0.003794714,0.036204187,-0.019267946,0.035696483,-0.007719066,0.05113741,0.000863117,0.049237453,-0.015035882,0.017954927,-0.01095078,0.020737166,-0.010533305,0.034949403,0.022742048,0.063082055,0.02565394,0.043971103,0.007210081,-0.062535259,-0.029761635,-0.053520559,0.013631045,0.038411288,-0.029130949,0.042179888,-0.008517363,-0.033810839,-0.01701219,-0.031351811,-0.010882328,-0.047583199,-0.00951963,0.083647237,0.011126225,-0.023915959,-0.001164658,-0.012190017,0.062509869,-0.005476707,-0.006866573,-0.008510354,0.011283762,0.03950616,-0.085209642
,0.354566777,0.232464457,0,0,0.898520775,0.792050939,0.627826729,0.001370543,0.460869107,185.0552522,241.9048646,465.7959419,837.6248194,1039.979247,0.008975214,-0.042760326,0.022815744,-0.041927804,0.014477949,-0.043059568,0.004529081,-0.039084103,0.018968019,-0.00759796,0.034156367,-0.028329503,0.033415989,-0.012042092,-0.05174806,-0.045489451,-0.053376206,-0.011189153,0.0273577,0.044370499,0.004867667,0.039998046,0.040593544,-0.0173137,0.034971617,-0.020761958,0.048106953,-0.036411768,0.024087057,0.057070191,0.017786936,-0.04504209,-0.031431089,0.04776959,0.003640997,-0.033330485,0.022524923,0.013090392,0.065976415,0.004887321,0.015664107,0.020955231,-0.072505824,-0.014320621,-0.012928279
,0.095103371,0,0.415857397,0.259299201,0.781878303,0.94041394,0.45704862,0.580971095,0,140.4078939,273.6431439,502.14978,892.5655744,981.8247718,-0.002697352,0.032756534,-0.020077409,0.032074552,-0.00589295,0.05320127,0.022670544,0.051861767,-0.011641636,0.012783124,-0.034684111,0.024524901,-0.03276726,0.02717387,0.024849757,0.059183786,0.027982443,0.035429426,-0.011374198,-0.055207514,0.009733297,-0.044974147,-0.022499189,0.035375897,-0.030159687,0.03876236,-0.050898579,0.028519422,0.028167305,0.062122014,0.009512911,0.036363829,0.012186036,-0.051357974,-0.000409495,-0.023788329,-0.038871909,0.023168568,0.061644574,0.008805484,-0.055918756,-0.023157432,0.038602078,0.007901945,-0.015671352
,0.688876465,0,0.305704747,0.434657868,0.720075628,0.137448202,0.991773785,0,0.284886087,105.689953,260.6358387,363.7404873,591.3510099,995.7565657,-0.005508075,0.038637184,-0.027061211,0.03825611,-0.008417291,0.060532476,-0.026047983,-0.017855119,-0.009625618,0.030406436,-0.013860082,0.009153084,-0.013533451,0.044392043,0.043853734,0.008500767,-0.058649009,0.047971567,0.006183032,-0.009087481,0.023058913,-0.008875164,0.00812996,0.042444513,0.037681939,0.083581126,-0.000199461,-0.017832687,-0.066171611,-0.013319514,-0.052173719,-0.019394229,0.049038901,-0.02343568,-0.005198578,-0.02357976,0.065995024,-0.011289117,-0.047198166,-0.002486368,0.035638708,-0.014566205,-0.048768749,0.039973342,0.004646532
,0.669616978,0,0.420614512,0.958019645,0.234854788,0.006617569,0,0.503292725,0.817394508,83.86121027,261.5590525,640.0222154,808.6667138,951.1487203,0.004236892,-0.037790824,0.027255804,-0.037542131,0.036179586,-0.024994083,0.026756319,-0.024719319,0.037923363,0.006178176,0.003321638,0.007734192,0.002610537,0.041018242,0.056489831,0.01455781,0.055374602,0.032754385,-0.007120437,-0.071508237,-0.025829012,-0.049277183,-0.00167074,0.02969288,-0.033133672,0.033260372,-0.020407645,-0.115612039,-0.001046103,0.010225516,-0.000728557,-0.000472407,0.002716006,0.01915824,0.004456194,0.010102447,0.014654355,-0.018964471,0.045429157,-0.006624216,-0.039521763,0.00859692,0.064949165,0.025523599,-0.069489409
,0.213856401,0,0.336663154,0.984107761,0.605991192,0,0.449722033,0.02225002,0.729927595,57.00224326,287.5540686,592.9696525,837.0546723,1182.615988,0.000821542,-0.037554225,0.027711504,-0.037456181,0.04006208,-0.020337547,0.027508443,-0.020115315,0.040454064,-0.001172466,-0.005780699,-0.009228072,-0.004846655,-0.03359497,-0.060024869,-0.018040754,-0.05722373,-0.027754151,-0.002446481,-0.06922687,-0.005901829,-0.053016598,-0.024747759,0.030936347,-0.009380655,0.040659664,-0.032673312,0.002705661,-0.012056106,-0.055496116,-0.006880814,0.046298294,0.009053802,-0.069387353,-0.01362648,0.043410378,0.116337726,0.000180302,0.003050892,0.000189538,-0.004272432,-0.00118962,-0.00857696,0.001672509,-0.016907354
,0.088308229,0,0.936599257,0.699774075,0,0.253456154,0.71838279,0.530768004,0.298943408,172.8778684,380.7787864,420.1035472,907.5247158,941.4953823,-0.006199192,0.049828453,-0.023089757,0.03738545,-0.024235982,0.034161232,-0.019517123,0.02959439,-0.032547626,0.011223128,0.05876159,0.024756633,-0.003184495,0.039260918,0.024258391,0.038045937,0.019815857,0.036929083,0.004178244,-0.086474863,-0.001814398,0.005400865,0.014635553,0.051112619,0.011516661,0.051265227,-0.003037853,-0.01411061,-0.018991805,0.030202492,0.070416802,-0.031994068,-0.036034961,0.04592975,-0.003192615,0.010275893,0.009987894,-0.022851923,-0.022641973,0.042694875,0.021840503,0.033941672,-0.028129241,-0.078371473,0.048733946
,0.301349673,0,0.439642215,0,0.977692919,0.017182551,0.624000721,0.255624546,0.807840584,124.9520522,169.4389401,491.6815203,749.0692218,1266.976153,-0.002297416,0.050144746,-0.036730876,0.049552153,-0.003830579,-0.042025054,-0.037094039,-0.04292526,-0.004088448,0.0060718,-0.027366773,0.014731115,-0.026450563,0.010149816,-0.057450393,0.011383414,-0.054407761,0.015391466,-0.034317284,-0.034238239,-0.008946469,-0.027112841,-0.052030873,-0.001750864,-0.018702342,0.003329826,-0.058615097,0.026923418,-0.042637661,-0.050568252,-0.024215676,0.037086286,0.018306313,-0.061630445,0.008032518,0.032159293,-0.007963789,0.008337697,0.004443366,-0.014615376,-0.005760593,0.067174574,-0.001985906,-0.086606278,0.006023713
,0.834297316,0,0,0.222235978,0.988032149,0.404954501,0.686114808,0.044138951,0.489456733,90.15376303,157.0910476,388.7157103,804.2689892,1188.62108,-0.005584757,0.050102425,-0.03718704,0.0499281,-0.006703156,-0.039783165,-0.037447528,-0.040376956,-0.006861269,0.025244064,-0.017199021,0.009129287,-0.01688568,0.030038729,-0.054491174,0.004978295,-0.051863603,0.033406115,0.04217044,0.039194588,-0.001543482,0.036067955,0.045536221,0.020977348,0.017337252,0.01051168,0.04106159,-0.039033397,0.03561388,0.049356853,0.026378579,-0.029330636,-0.033782865,0.06191745,-0.000703555,-0.009268888,0.030991922,-0.002466268,-0.011304171,0.00540811,0.005712166,-0.061491833,-0.001525928,0.087012224,-0.020722001
,0,0.018096695,0.536480848,0.910056006,0.852224105,0.354828791,0.162396217,0.573696208,0,122.9488785,293.495656,478.2576356,932.1952112,1260.046771,-0.003002303,0.0404808,-0.027844184,0.03977811,-0.035106626,0.022003117,-0.026247781,0.021294961,-0.039401101,0.00120909,-0.015944898,0.021424179,-0.015444346,0.011247127,0.064968348,0.034127772,0.06424949,-0.002136128,-0.005015225,-0.062831008,-0.002386621,-0.048397321,-0.041823931,0.009261132,-0.019286453,0.014288032,-0.041862017,0.014571052,-0.026276582,-0.052563013,-0.007323139,0.067320317,0.021226439,-0.052382189,0.004974983,0.000257882,-0.058416309,-0.030881091,-0.046927293,0.01041704,-0.017293869,0.008445998,0.030647004,-0.000478068,0.06296794
,0,0.855732432,0.963879788,0.110878619,0.564637487,0.712832506,0.215686384,0,0.422073979,146.2284793,322.3763133,326.0277423,550.7577382,951.6140782,-0.002702116,0.065296627,0.001292877,0.045402282,-0.005691905,0.034917942,0.009612971,0.033864108,-0.008048156,-0.011254034,0.065180317,-0.029571423,-0.007068678,-0.022606348,-0.033310894,-0.046550612,-0.035111016,-0.023631668,0.012111915,0.065953236,0.039042334,-0.008544826,0.024231108,-0.033844001,0.028710227,-0.031962091,0.032499044,-0.008035841,-0.035565912,0.027839068,0.079431937,-0.015681211,-0.038402666,-0.007044141,-0.037330933,-0.00889689,0.03231462,-0.007631356,-0.058047865,0.029429777,0.049117471,0.001068941,-0.024364082,-0.021424753,0.055708664
,0,0.817381696,0.194289347,0.10075828,0.532906471,0.629921925,0,0.374209418,0.899639567,122.5255359,312.9431519,385.5241282,794.4516308,1125.488077,-0.002107701,0.039473356,-0.012228602,0.039040738,-0.004407581,0.049390193,-0.007455403,0.048769487,-0.007524774,-0.009621367,-0.028098434,-0.051446242,-0.026522876,-0.019060497,0.009308529,-0.058441479,0.00841688,-0.025670653,0.015689594,-0.05170465,-0.001624682,-0.047748645,0.031126946,0.046998076,0.011633968,0.048638706,0.031148976,0.029728729,0.024523515,-0.028585173,0.016274726,0.048769019,-0.012943396,-0.058007491,-0.022551838,0.070648011,-0.019796294,0.005838547,-0.064712067,0.002203687,-0.016211519,-0.004312732,0.069571306,-0.008299367,0.038863126
,0,0.071982293,0.338112962,0.520943665,0.816136579,0,0.980970412,0.580417088,0.170737736,144.1507162,325.2332737,343.7043029,565.8423291,1022.883899,0.003407159,-0.041425981,0.026952553,-0.040652187,0.010295796,-0.055650692,0.025194639,0.005136382,0.016146652,-0.003520783,0.02346619,-0.026626307,0.022325649,-0.009736153,-0.054893379,-0.035303147,-0.07070558,0.00358117,-0.013103319,0.00926646,-0.005000309,0.009119402,-0.037530121,-0.047308846,-0.003774382,0.073094194,-0.052183255,0.009064734,0.060390341,0.02151866,0.047895667,0.021842227,-0.039028957,0.034224203,0.016182634,0.029866226,-0.040404657,0.010253426,0.04406713,0.001505838,-0.066336974,0.012970404,0.043374234,-0.036846195,0.002812079
,0,0.865995922,0.116374211,0.15240632,0,0.723463827,0.530922212,0.389337965,0.635509775,142.5144389,311.8454383,455.89176,971.1154704,1085.725589,0.002629776,-0.049000911,0.000721934,-0.048374166,0.005680532,-0.041567946,-0.007886221,-0.039874248,0.009609132,-0.013913828,-0.012091454,-0.050311783,-0.011546127,-0.02861377,0.01204114,-0.052971754,0.008342754,-0.039245071,-0.013636857,0.048459202,0.022153588,0.043907324,-0.027520911,-0.052928314,-0.016666477,-0.054466518,-0.01908059,0.035376043,0.017292631,-0.004307339,0.007455305,0.049111304,0.016716885,-0.079845424,-0.033193099,0.041720964,-0.010137843,0.020512485,-0.064387824,0.007743676,-0.006069094,0.003303125,0.040035908,-0.039824417,0.060996001
,0,0.973530109,0.222556984,0,0.687811765,0.436089155,0.786596478,0.005154605,0.336436904,78.6333204,294.3911015,419.3969961,773.5068195,1156.302714,-0.000576005,0.055193783,0.017286776,0.054959705,-0.001157602,0.030140833,0.018457093,0.029189282,-0.001730472,0.015327679,-0.010017439,0.052127289,-0.009336092,0.029270496,-0.015762672,0.049625186,-0.003371353,0.036843293,-0.002475187,0.046346638,0.005366164,0.042390411,-0.004687542,-0.063943264,-0.014267677,-0.063552544,0.00500768,-0.029818693,-0.006265189,0.038241157,-0.001527729,-0.04814788,-0.042813744,0.02512262,0.049541387,-0.050377445,0.023429797,0.011186633,-0.04692942,0.009256571,0.029608117,-0.054172494,0.001905579,0.069760532,0.023840881
,0,0.930812032,0,0.718900679,0.550972888,0.338238589,0.048301662,0.652308596,0.277234682,116.2425292,232.3085447,438.3483452,949.6146175,1178.248623,0.001711098,-0.05428873,-0.006831562,-0.053893268,0.007737761,-0.033816303,-0.009071197,-0.033285003,0.012041887,0.00835543,0.003083439,0.048189237,0.003021866,0.035712227,-0.004691214,0.048867151,-0.003633206,0.046301038,-0.004904474,0.046714875,0.008482573,0.04328429,-0.019483238,-0.06195871,-0.008124205,-0.061890431,0.010841929,0.026378006,0.018057968,-0.052638628,0.010055643,0.063453453,0.006184535,-0.040881036,-0.015100771,0.041946412,-0.040120482,-0.002217985,-0.04082275,-0.001645293,-0.034910432,0.008177834,0.040842936,0.001264841,0.077823662
,0,0,0.786753914,0.647838008,0.027607598,0.963334144,0.372652805,0.25140397,0.473365226,114.3755385,255.8537073,603.0638499,860.4164112,1125.109051,0.001560913,-0.033060582,0.021222109,-0.031816634,0.00587518,-0.052618077,-0.025211581,-0.051859591,0.007956458,-0.010655718,0.025613441,-0.017235702,0.02218027,-0.038767725,-0.01503912,-0.062652688,-0.01723382,-0.043783536,0.003086594,0.092461338,0.02368741,0.026128419,0.007306243,-0.032667588,0.01513405,-0.037559009,0.021422881,-0.024927611,-0.013708967,-0.028168309,0.01228304,-0.049914378,-0.029187811,0.082688167,-0.011114308,-0.01296549,-0.001006535,-0.03933037,0.069079975,0.049861904,-0.015458479,-0.012482688,0.00425813,0.014799442,-0.034975168
,0.985366148,0.554881583,0.146413296,0.002254795,0.843386932,0.623427271,0.375815345,0,0,50.80764622,262.2625703,384.6967453,783.9459231,1161.760081,0.036991752,-0.03485409,0.025491722,-0.034798216,0.03746389,-0.017561251,0.025100893,-0.017416913,0.037743473,-0.016036384,-0.014072693,-0.019063956,-0.013167433,-0.015420755,-0.055837459,-0.039712798,-0.053935181,-0.010483203,-0.027015506,-0.062634531,0.004763519,-0.057826903,-0.02477581,0.034618522,0.002780077,0.038581247,-0.026691853,-0.052104394,0.015470138,0.067549804,0.011754547,-0.035378393,-0.028161062,0.038826891,-0.007377506,-0.009668298,0.042918804,0.003700243,0.05561926,0.000197421,0.003696723,0.007721,-0.065108965,0.000644147,-0.046629582
,0.4201467,0.4497467,0.048059632,0.848493261,0.935240901,0.656171507,0,0.145000994,0,139.7723367,216.3558592,379.9545363,868.073461,1089.601916,0.006661764,-0.046920575,0.03002248,-0.046424521,0.030941952,-0.015030293,0.026340641,-0.014246558,0.033541838,0.000769864,0.016193891,-0.021471044,0.016058728,0.003971707,-0.066094982,-0.03457642,-0.065727827,0.007985319,0.010969383,0.051329084,0.008304622,0.047620921,0.042113528,-0.006541738,0.030096912,-0.008520702,0.04302793,-0.021732798,0.021232277,0.075111149,0.014806742,-0.047357035,-0.024478796,0.020813736,-0.012936964,-0.026232118,0.094887687,0.00325316,0.026265283,0.000940953,0.007608504,0.005019256,-0.043620292,0.001186273,-0.027375057
,0.42934981,0.824770451,0.60527439,0.905323379,0.22366807,0.060603753,0,0,0.36997198,118.5683398,233.3697073,527.6017383,1002.544853,1109.50003,0.004769072,-0.04511884,0.020177284,-0.044257311,0.032368076,-0.026800485,0.018948494,-0.026229682,0.034126316,0.005387059,0.029605766,0.038038288,0.027356785,0.032404257,0.024296137,0.042552851,0.023862331,0.031494237,-0.002945162,0.053020474,0.022149297,0.038642642,-0.015923698,-0.06087386,0.006215233,-0.059644148,0.000229417,-0.060005286,-0.039622262,0.042727082,0.003912907,-0.042902521,-0.002812434,0.046367352,0.018618906,-0.03634841,0.099008905,-0.026275886,0.024033706,0.008644025,-0.029576035,-0.004606571,0.010810907,0.009523658,-0.041011341
,0.280110099,0.606446555,0.886330665,0.009269003,0.496988119,0,0.847629718,0.296191244,0,195.5989632,367.386034,475.70645,713.9056568,838.1657413,-0.009138997,0.054631808,-0.013906349,0.044771972,-0.015471765,0.039119095,-0.010012729,0.027816852,-0.022382433,0.020602119,0.017079076,0.041764968,0.006031064,0.033038628,0.020067474,0.049534004,0.024233918,0.035279138,-0.001636472,-0.083347928,-0.006375774,-0.01762155,-0.002437792,0.051062677,0.003237271,0.056053515,-0.019423236,0.024856874,-0.004758442,-0.03197769,-0.013324056,0.034966035,0.060500546,-0.030609479,-0.060127891,0.032641941,0.00164968,0.063923402,-0.007024381,-0.081141755,0.002388695,0.00828158,-0.001652563,0.041442328,-0.017012854
